Id,SysDate,SysTime,SessionId,CompId,FinYearId,PRSPRFlag,POId,PONo,SupplierId,Reference,ReferenceDate,ReferenceDesc,PaymentTerms,Freight,Octroi,ModeOfDispatch,Inspection,FileName,FileSize,ContentType,FileData,Remarks,Checked,CheckedBy,CheckedDate,CheckedTime,Approve,ApprovedBy,ApproveDate,ApproveTime,Authorize,AuthorizedBy,AuthorizeDate,AuthorizeTime,ShipTo,AmendmentNo,Warrenty,Insurance,TC
1135,2014-01-22,7:14:06 PM,Sapl0161,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",6,1,-,
1136,2014-01-22,7:17:04 PM,Sapl0161,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",7,1,-,
1137,2014-01-21,9:24:28 AM,Sapl0161,1,1,0,1568,1526,I003,2,2013-10-29,,6,1,6,-,-,,,,,TEST CERTIFICATE REQUIRE,1,Sapl0161,2014-01-21,11:17:23 AM,1,Sapl0161,2014-01-21,11:17:31 AM,1,Sapl0013,2014-01-21,11:18:03 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1138,2014-01-23,9:49:39 AM,Sapl0013,1,1,0,1568,1526,I003,2,2013-10-29,,6,1,6,-,-,,,,,TEST CERTIFICATE REQUIRE,1,Sapl0161,2014-01-21,11:17:23 AM,1,Sapl0161,2014-01-21,11:17:31 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1139,2013-12-20,3:22:42 PM,Sapl0031,1,1,0,1262,1226,S051,5,2013-12-20,-,8,2,6,-,-,,,,,-,1,Sapl0013,2013-12-20,3:34:05 PM,1,Sapl0013,2013-12-20,3:34:40 PM,1,Sapl0013,2013-12-20,3:35:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1140,2014-01-22,2:04:35 PM,Sapl0013,1,1,1,1584,1542,S051,2,2014-01-16,,6,2,1,-,-,,,,,-,1,Sapl0161,2014-01-23,9:31:44 AM,1,Sapl0161,2014-01-23,9:31:52 AM,1,Sapl0013,2014-01-23,9:40:16 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,7,-,
1141,2014-01-20,2:45:48 PM,Sapl0013,1,1,0,1377,1340,H001,1,2014-01-01,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-01,3:13:27 PM,1,Sapl0161,2014-01-01,3:13:37 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1142,2014-01-20,6:31:51 PM,sapl0173,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",12,1,-,
1143,2013-12-31,5:43:20 PM,Sapl0013,1,1,1,859,0828,H001,1,2013-10-20,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-10-25,9:22:49 AM,1,Sapl0161,2013-10-25,9:23:22 AM,1,Sapl0013,2014-01-01,11:40:45 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",7,1,,
1144,2014-01-20,2:37:05 PM,Sapl0013,1,1,0,1331,1294,H001,1,2013-12-26,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-26,3:59:36 PM,1,Sapl0161,2013-12-26,3:59:43 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",5,1,-,
1145,2014-01-03,2:37:49 PM,Sapl0031,1,1,0,1399,1362,B008,2,2014-01-03,-,7,2,6,-,-,,,,,-,1,Sapl0161,2014-01-04,2:56:50 PM,1,Sapl0161,2014-01-04,2:57:09 PM,1,Sapl0013,2014-01-04,3:51:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1146,2014-01-03,2:44:43 PM,Sapl0031,1,1,1,1400,1363,B008,2,2014-01-03,-,7,2,6,-,-,,,,,-,1,Sapl0161,2014-01-04,2:56:50 PM,1,Sapl0161,2014-01-04,2:57:09 PM,1,Sapl0013,2014-01-04,3:51:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1147,2014-01-24,12:47:17 PM,Sapl0013,1,1,0,1399,1362,B008,2,2014-01-03,-,7,2,6,-,-,,,,,-,1,Sapl0161,2014-01-04,2:56:50 PM,1,Sapl0161,2014-01-04,2:57:09 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1148,2013-10-24,6:55:32 PM,Sapl0031,1,1,0,893,0861,D001,5,2013-10-24,,8,2,6,-,-,,,,,-,1,Sapl0161,2013-10-25,9:22:49 AM,1,Sapl0161,2013-10-25,9:23:22 AM,1,Sapl0013,2013-10-25,9:24:10 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1149,2014-01-25,10:16:10 AM,Sapl0031,1,1,1,1595,1552,B008,2,2014-01-25,-,7,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1150,2014-01-25,11:04:21 AM,Sapl0031,1,1,1,1597,1554,P006,5,2014-01-25,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1151,2014-01-25,3:14:44 PM,Sapl0013,1,1,0,1604,1561,S043,2,2014-01-15,,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1152,2014-01-25,7:09:06 PM,Sapl0031,1,1,1,1608,1565,S057,5,2014-01-25,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1153,2014-01-27,4:27:38 PM,Sapl0031,1,1,0,1614,1571,D001,5,2014-01-27,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1154,2014-01-27,5:29:03 PM,Sapl0161,1,1,0,1620,1577,G005,2,2014-01-24,,6,2,6,by your person,AT YOUR END,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1155,2014-01-28,3:20:20 PM,Sapl0013,1,1,1,1625,1582,I001,2,2014-01-27,,8,2,6,BY ROAD,AT YOUR END,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1156,2014-01-28,3:23:02 PM,Sapl0013,1,1,1,1625,1582,I001,2,2014-01-27,,8,2,6,BY ROAD,AT YOUR END,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1157,2014-01-28,6:24:06 PM,Sapl0031,1,1,0,1630,1587,S057,5,2014-01-28,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1158,2014-01-28,6:41:37 PM,Sapl0031,1,1,0,1631,1588,S100,2,2014-01-28,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1159,2014-01-21,5:08:35 PM,Sapl0031,1,1,0,1580,1538,D003,2,2014-01-21,-,7,1,6,-,-,,,,,-,1,Sapl0013,2014-01-21,5:53:28 PM,1,Sapl0013,2014-01-21,5:53:38 PM,1,Sapl0013,2014-01-21,5:53:48 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1160,2014-01-24,12:11:04 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-24,12:18:17 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",13,1,-,
1161,2014-01-29,7:02:08 PM,sapl0172,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-24,12:18:17 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",14,1,-,
1162,2014-01-29,7:05:22 PM,sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-30,9:44:38 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",15,1,-,
1163,2014-01-30,4:30:20 PM,Sapl0031,1,1,0,1644,1601,D001,5,2014-01-30,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1164,2014-01-30,5:12:14 PM,Sapl0031,1,1,0,1648,1605,S057,5,2014-01-30,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1165,2014-01-27,10:53:20 AM,Sapl0161,1,1,0,1610,1567,S030,2,2014-01-24,,8,1,6,BY ROAD,-,,,,,,1,Sapl0161,2014-01-28,9:22:33 AM,1,Sapl0161,2014-01-28,9:22:46 AM,1,Sapl0013,2014-01-28,9:23:14 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1166,2014-01-30,4:34:42 PM,Sapl0013,1,1,0,1644,1601,D001,5,2014-01-30,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-31,9:49:02 AM,1,Sapl0161,2014-01-31,9:49:14 AM,1,Sapl0013,2014-01-31,9:49:46 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1167,2014-01-16,5:32:18 PM,Sapl0013,1,1,1,1533,1491,G003,5,2014-01-16,,2,2,6,-,-,,,,,-,1,Sapl0161,2014-01-17,11:16:15 AM,1,Sapl0161,2014-01-17,11:16:26 AM,1,Sapl0013,2014-01-17,11:16:50 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1169,2013-11-22,9:59:07 AM,Sapl0013,1,1,0,1039,1005,K012,2,2013-10-31,,6,2,6,-,-,,,,,,1,Sapl0013,2013-11-24,3:47:36 PM,1,Sapl0013,2013-11-24,3:48:26 PM,1,Sapl0013,2013-11-24,3:49:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1170,2014-01-31,3:21:24 PM,Sapl0031,1,1,1,1658,1615,D001,5,2014-01-31,-,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1171,2014-01-31,12:20:58 PM,Sapl0031,1,1,0,1651,1608,H001,1,2014-01-31,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-31,12:23:35 PM,1,Sapl0161,2014-01-31,12:23:42 PM,1,Sapl0013,2014-01-31,2:08:04 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1172,2014-01-31,3:22:13 PM,Sapl0161,1,1,0,1039,1005,K012,2,2013-10-31,,6,2,6,-,-,,,,,,1,Sapl0013,2013-11-24,3:47:36 PM,1,Sapl0013,2013-11-24,3:48:26 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
1173,2014-01-31,3:06:24 PM,Sapl0161,1,1,1,1533,1491,G003,5,2014-01-16,,2,1,6,-,-,,,,,-,1,Sapl0161,2014-01-17,11:16:15 AM,1,Sapl0161,2014-01-17,11:16:26 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1174,2014-01-20,3:11:12 PM,Sapl0013,1,1,0,1387,1350,H001,1,2014-01-02,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-02,5:03:31 PM,1,Sapl0161,2014-01-02,5:03:41 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1175,2014-01-08,4:38:58 PM,Sapl0161,1,1,1,1429,1392,H001,1,2014-01-07,-,6,2,6,-,-,,,,,-,1,Sapl0013,2014-01-07,3:44:56 PM,1,Sapl0013,2014-01-07,3:45:04 PM,1,Sapl0013,2014-01-09,10:28:06 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1176,2014-01-16,12:02:32 PM,Sapl0031,1,1,0,1521,1479,H001,1,2014-01-16,-,6,2,6,-,-,,,,,-,1,Sapl0013,2014-01-16,2:03:40 PM,1,Sapl0013,2014-01-16,2:03:49 PM,1,Sapl0013,2014-01-16,2:04:06 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1177,2014-01-11,11:48:33 AM,Sapl0031,1,1,1,1476,1435,H001,1,2014-01-11,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-11,11:49:25 AM,1,Sapl0161,2014-01-11,11:49:37 AM,1,Sapl0013,2014-01-11,11:49:55 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1178,2014-01-02,4:01:42 PM,Sapl0031,1,1,1,1388,1351,H001,1,2014-01-02,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-02,5:03:31 PM,1,Sapl0161,2014-01-02,5:03:41 PM,1,Sapl0013,2014-01-02,5:08:55 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1179,2014-01-30,3:36:32 PM,sapl0173,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-30,9:44:38 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",16,1,-,
1180,2014-01-14,3:05:03 PM,Sapl0031,1,1,0,1500,1458,H001,1,2014-01-14,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,3:05:34 PM,1,Sapl0161,2014-01-14,3:05:42 PM,1,Sapl0013,2014-01-14,3:06:12 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1181,2014-01-14,3:15:10 PM,Sapl0031,1,1,1,1501,1459,H001,1,2014-01-14,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,3:16:45 PM,1,Sapl0161,2014-01-14,3:16:54 PM,1,Sapl0013,2014-01-14,3:17:49 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1182,2014-01-31,5:45:44 PM,Sapl0013,1,1,0,1500,1458,H001,1,2014-01-14,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,3:05:34 PM,1,Sapl0161,2014-01-14,3:05:42 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1183,2014-01-31,6:18:15 PM,Sapl0013,1,1,0,1500,1458,H001,1,2014-01-14,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,3:05:34 PM,1,Sapl0161,2014-01-14,3:05:42 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
1184,2014-01-31,6:44:56 PM,Sapl0013,1,1,0,1500,1458,H001,1,2014-01-14,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,3:05:34 PM,1,Sapl0161,2014-01-14,3:05:42 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",3,1,-,
1185,2014-01-24,12:18:46 PM,Sapl0013,1,1,1,859,0828,H001,1,2013-10-20,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-10-25,9:22:49 AM,1,Sapl0161,2013-10-25,9:23:22 AM,1,Sapl0013,2014-01-25,3:02:58 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",8,1,,
1186,2014-01-09,10:37:45 AM,Sapl0031,1,1,0,1444,1406,H001,1,2014-01-09,-,6,2,6,-,-,,,,,-,1,Sapl0013,2014-01-09,10:46:14 AM,1,Sapl0013,2014-01-09,10:46:21 AM,1,Sapl0013,2014-01-09,10:46:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
