Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
1626,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00685-14-480,00685-14-480,-,1,1.0,1.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1627,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00685-18-480,00685-18-480,-,1,1.0,1.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1628,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00708-37-490,L BRACKET,-,2,1.0,2.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1629,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00694-31-320,PIN HOLDER,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1630,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00694-31-330,PIN HOLDER,-,4,1.0,4.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1631,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00683-03-390,REST MYLAR,-,2,1.0,2.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1632,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00683-04-390,00683-04-390,-,2,1.0,2.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1633,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,776,23-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00692-12-410,00692-12-410,-,1,1.0,1.0,52.0,52.0,0.0,52.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1634,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,777,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,k030-016-050,SHIMING BLOCK 3 HOLE 16MM,-,80,1.0,80.0,80.0,80.0,0.0,80.0,FOR BLACKODISING,self,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1635,TATA MOTORS LTD.,"PIMPRI, PUNE",,778,23-02-2020,Mr Vaibhav Bhabulkar,8237008430,Mr Prashant Survanshi,Returnable,VALVE BANK,VALVE BANK 5 PORT,-,2,1.0,2.0,28.0,28.0,0.0,28.0,FOR SITE WORK,BY HAND VIJAY KUMBHARKAR,BY HAND,NA,Received material in good condition,,,,,,,,
1636,TATA MOTORS LTD.,"PIMPRI, PUNE",,778,23-02-2020,Mr Vaibhav Bhabulkar,8237008430,Mr Prashant Survanshi,Returnable,PNEU TUBE,PNEUMATIC TUBE BLACK 10 MM DIA,-,20,1.0,20.0,28.0,28.0,0.0,28.0,FOR SITE WORK,BY HAND VIJAY KUMBHARKAR,BY HAND,NA,Received material in good condition,,,,,,,,
1637,TATA MOTORS LTD.,"PIMPRI, PUNE",,778,23-02-2020,Mr Vaibhav Bhabulkar,8237008430,Mr Prashant Survanshi,Returnable,HINGE,HINGE,-,6,1.0,6.0,28.0,28.0,0.0,28.0,FOR SITE WORK,BY HAND VIJAY KUMBHARKAR,BY HAND,NA,Received material in good condition,,,,,,,,
1638,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00703-03-360,REST MYLAR,-,2,1.0,2.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1639,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00708-23-710,I BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1640,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00688-13-550,T BKT,-,2,1.0,2.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1641,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00688-13-480,MYLAR,-,4,1.0,4.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1642,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,&nbsp;,&nbsp;,&nbsp;,0,0.0,0.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1643,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00702-09-360,REST MYLAR,-,2,1.0,2.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1644,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00702-09-420,CLAMP MYLAR,-,4,1.0,4.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1645,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00687-07-010,CLAMP ARM,-,3,1.0,3.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1646,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00706-17-010,CLAMP BRACKET,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1647,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00706-17-500,L BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1648,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00706-17-480,L BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1649,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00688-11-490,MYLAR,-,4,1.0,4.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1650,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00706-17-490,L BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1651,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00703-11-480,L BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1652,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00702-09-110,L BKT,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1653,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00694-15-140,DIAMOND PIN,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1654,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00694-09-120,DIAMOND PIN,-,1,1.0,1.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1655,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00694-07-120,DIAMOND PIN,-,2,1.0,2.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1656,DIAMOND ENGINEERING WORKS,"A/p Hivare, Tal. Purandar",-,779,24-02-2020,Mr.Limbore,9881043158,MR PRAVIN CHOUGULE,Returnable,00688-13-530,T BKT,-,2,1.0,2.0,34.0,34.0,0.0,0.0,FOR MILLING & DRILLING,by hand Mr. Limbhore,BY HAND,NA,Received material in good condition,,,,,,,,
1657,O.L.C.I. ENGINEERING INDIA PVT.LTD.,"PLOT NO A-22-A/1/1, MIDC Chakan Industrial Area, PH-II kHALUMBRE, kHED, PUNE - 410501",,780,24-02-2020,MR AVINASH,,Mr Prashant Survanshi,Returnable,FENCE,FENCING 1800 X 1165 MM,-,20,1.0,20.0,47.0,47.0,0.0,47.0,,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1658,O.L.C.I. ENGINEERING INDIA PVT.LTD.,"PLOT NO A-22-A/1/1, MIDC Chakan Industrial Area, PH-II kHALUMBRE, kHED, PUNE - 410501",,780,24-02-2020,MR AVINASH,,Mr Prashant Survanshi,Returnable,POST,POST - 2000 MM,-,27,1.0,27.0,47.0,47.0,0.0,47.0,,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1659,TATA MOTARS ,PIMPARI,-,781,24-02-2020,Mr Vaibhav Bhabulkar,-,Mr Prashant Suryanshi,Non-Returnable,000653-25-89,SENSOR BKT,-,4,1.0,4.0,22.0,22.0,0.0,0.0,,,,,Received material in good condition,,,,,,,,
1660,TATA MOTARS ,PIMPARI,-,781,24-02-2020,Mr Vaibhav Bhabulkar,-,Mr Prashant Suryanshi,Non-Returnable,00650-31-75,PIATE,-,0,1.0,0.0,22.0,22.0,0.0,0.0,,,,,Received material in good condition,,,,,,,,
1661,TATA MOTARS ,PIMPARI,-,781,24-02-2020,Mr Vaibhav Bhabulkar,-,Mr Prashant Suryanshi,Non-Returnable,00650-31-08,PALTE,-,4,1.0,4.0,22.0,22.0,0.0,0.0,,,,,Received material in good condition,,,,,,,,
1662,TATA MOTARS ,PIMPARI,-,781,24-02-2020,Mr Vaibhav Bhabulkar,-,Mr Prashant Suryanshi,Non-Returnable,&nbsp;,AIIEN BOLT M6X465,-,12,1.0,12.0,22.0,22.0,0.0,0.0,,,,,Received material in good condition,,,,,,,,
1663,TATA MOTARS ,PIMPARI,-,781,24-02-2020,Mr Vaibhav Bhabulkar,-,Mr Prashant Suryanshi,Non-Returnable,&nbsp;,HANDEL,-,2,1.0,2.0,22.0,22.0,0.0,0.0,,,,,Received material in good condition,,,,,,,,
1664,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00680-11-370,REST MYLAR,-,4,1.0,4.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1665,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00706-17-410,CLAMP MYLAR,-,1,1.0,1.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1666,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00688-11-530,T BKT,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1667,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00703-05-480,L BKT,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1668,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00703-09-480,L BKT,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1669,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00684-07-370,REST MYLAR,-,4,1.0,4.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1670,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,&nbsp;,&nbsp;,&nbsp;,0,0.0,0.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1671,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00706-25-010,L BKT,-,1,1.0,1.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1672,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00708-05-410,CLAMP MYLAR,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1673,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00680-11-360,REST MYLAR,-,4,1.0,4.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1674,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00706-17-310,PIN RETAINER,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1675,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00706-23-510,L BKT,-,1,1.0,1.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1676,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00688-17-370,REST MYLAR,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1677,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00692-15-410,CLAMP MYLAR,-,2,1.0,2.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1678,TECHNOMECH ENGINEERING,"Nanded Phata, PUNE 41",27BWKPD5091H1ZD,782,,Mr. Technomech Engineering,9657140874,MR PRAVIN CHOUGULE,Returnable,00679-05-370,EDGE BUTT MYLAR,-,1,1.0,1.0,30.0,30.0,0.0,30.0,FOR DRILLING ,BY HAND MR PRAVIN CHOUGULE,BY HAND,NA,Received material in good condition,,,,,,,,
1679,RAJAN ENGINEERING WORKS,"s.no. 131, Barganimala, Near Laxmimangal karyalay,Dhayri, Pune 411041",-,783,24-02-2020,harichchand,9561263215,MR PRAVIN CHOUGULE,Returnable,00702-13-420,CLAMP MYLAR,-,1,1.0,1.0,6.0,6.0,0.0,6.0,for milling and drilling,BY HAND MR PRAVIN CHOUGULE,BY HAND,na,Received material in good condition,,,,,,,,
1680,RAJAN ENGINEERING WORKS,"s.no. 131, Barganimala, Near Laxmimangal karyalay,Dhayri, Pune 411041",-,783,24-02-2020,harichchand,9561263215,MR PRAVIN CHOUGULE,Returnable,00706-15-360,REST MYLAR,-,1,1.0,1.0,6.0,6.0,0.0,6.0,for milling and drilling,BY HAND MR PRAVIN CHOUGULE,BY HAND,na,Received material in good condition,,,,,,,,
1681,RAJAN ENGINEERING WORKS,"s.no. 131, Barganimala, Near Laxmimangal karyalay,Dhayri, Pune 411041",-,783,24-02-2020,harichchand,9561263215,MR PRAVIN CHOUGULE,Returnable,00702-11-500,BKT,-,2,1.0,2.0,6.0,6.0,0.0,6.0,for milling and drilling,BY HAND MR PRAVIN CHOUGULE,BY HAND,na,Received material in good condition,,,,,,,,
1682,RAJAN ENGINEERING WORKS,"s.no. 131, Barganimala, Near Laxmimangal karyalay,Dhayri, Pune 411041",-,783,24-02-2020,harichchand,9561263215,MR PRAVIN CHOUGULE,Returnable,00702-11-410,CLAMP MYLAR,-,2,1.0,2.0,6.0,6.0,0.0,6.0,for milling and drilling,BY HAND MR PRAVIN CHOUGULE,BY HAND,na,Received material in good condition,,,,,,,,
1683,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00708-12-410,00708-12-410,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1684,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00693-04-480,00693-04-480,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1685,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00708-05-710,REST BRACKET,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1686,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-11-530,T BKT,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1687,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00708-09-510,RECT BRACKET,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1688,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-06-750,00684-06-750,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1689,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-05-510,BKT,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1690,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-06-510,00684-06-510,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1691,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00693-07-720,PLATE,-,2,1.0,2.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1692,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-33-360,REST MYLAR,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1693,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-34-360,00698-34-360,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1694,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-07-510,BKT,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1695,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-08-510,00684-08-510,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1696,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00683-03-610,L BKT,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1697,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00684-12-750,00684-12-750,-,2,1.0,2.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
1698,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,784,24-02-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00708-06-710,00708-06-710,-,1,1.0,1.0,46.0,46.0,0.0,46.0,FOR BLACKODISING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
